1.36420035e+05	9.99437094e-01	7.78465000e-01	1.83245633e+02	6.25581406e+01	1.74672818e+02	0.00000000e+00	-8.20224045e-01	1.38739683e-01	6	3	7
1.80593535e+05	9.96759141e-01	9.57100266e-01	1.47341398e+01	1.61022812e+01	2.54538855e+01	1.80000000e+02	0.00000000e+00	6.85818278e-01	1	1	2
1.81980914e+05	9.93222596e-01	1.40441355e+00	2.93513292e+01	4.07149763e+01	8.92158541e+01	9.35534915e-05	-2.87294698e-01	6.31376581e-01	2	1	3
1.93672141e+05	9.87587021e-01	2.04667549e+00	1.29241743e+01	1.30173174e+01	2.06674035e+00	0.00000000e+00	0.00000000e+00	6.86883605e-01	1	1	2
1.96090021e+05	9.99412747e-01	4.83078248e+00	7.59292035e+00	1.90270881e+01	1.73621873e+02	1.79999764e+02	0.00000000e+00	5.82597823e-01	1	1	2
2.05591009e+05	9.98437978e-01	4.72578439e-01	6.75251774e+01	1.81696696e+01	1.62941550e+02	1.80000000e+02	-4.97507343e-01	1.67593801e-01	3	1	4
2.05622049e+05	9.97973493e-01	4.04438037e-01	8.37067501e+01	1.70759301e+01	1.36552273e+02	5.53308562e-06	-1.39197850e-01	3.26302230e-01	4	1	5
2.05735807e+05	9.89689224e-01	9.94598941e-01	2.39583183e+02	9.83810534e+01	1.72528692e+02	1.80000000e+02	-1.93332756e-01	5.35923029e-01	7	5	8
2.19860617e+05	9.99961872e-01	1.66625004e-01	3.26002316e+02	1.68744731e+01	2.26572951e+01	1.80000000e+02	5.09547359e-01	6.19907099e-01	8	1	9
2.32744340e+05	9.90057427e-01	8.56596924e-01	2.46895722e+01	1.95711397e+01	6.50608681e+01	0.00000000e+00	3.83158373e-01	8.06430795e-01	2	1	3
2.34408844e+05	9.40836498e-01	7.85490922e-01	2.55818976e+01	1.76462170e+01	9.96763866e+01	0.00000000e+00	-3.44774644e-01	5.33794652e-01	2	1	3
2.42783471e+05	9.85189687e-01	7.05006788e-01	4.16313239e+01	2.14655793e+01	1.52895193e+02	0.00000000e+00	3.52197602e-01	7.84267803e-01	3	1	4
2.73018124e+05	9.35197593e-01	6.14311478e-01	7.23800630e+00	1.66211203e+01	1.69347099e+02	1.79999877e+02	-0.00000000e+00	6.00008171e-01	1	1	2
2.75609124e+05	9.99884794e-01	1.70148260e+00	2.28932070e+01	1.27468389e+01	1.41785330e+02	1.25768712e-05	-3.85412277e-01	4.69724005e-01	2	1	3
3.00498651e+05	9.90800552e-01	1.36634091e+00	2.52656981e+01	3.44308955e+01	8.48599957e+01	0.00000000e+00	2.70920284e-01	8.27317618e-01	1	3	4
3.38515519e+05	9.55372354e-01	1.11188357e+00	1.86704816e+01	2.30209413e+01	5.89587914e+01	1.80000000e+02	0.00000000e+00	6.80948641e-01	1	1	2
3.61975073e+05	9.25644107e-01	6.24377539e-01	1.14110738e+01	1.54445448e+01	8.31617454e+01	1.80000000e+02	0.00000000e+00	6.74552962e-01	1	1	2
3.92880581e+05	9.98785773e-01	4.39577754e+00	1.27249722e+01	2.43264921e+01	1.50984101e+02	2.69506766e-03	0.00000000e+00	6.32451793e-01	1	1	2
4.18088885e+05	9.95574510e-01	6.66090546e-01	1.10013846e+01	8.67993126e+00	6.62983522e+01	1.80000000e+02	0.00000000e+00	6.79293968e-01	1	1	2
4.19402880e+05	9.91573888e-01	4.23994611e-01	2.55902136e+01	8.81574248e+00	1.74825011e+02	0.00000000e+00	-5.01714132e-01	2.56133494e-01	2	1	3
4.19498674e+05	9.99976635e-01	1.27884924e+00	2.43398441e+01	3.34977114e+01	8.72883096e+01	0.00000000e+00	1.48344545e-01	7.58204477e-01	1	3	4
4.23788093e+05	9.88350954e-01	8.92301745e-01	1.87453539e+01	1.77876564e+01	1.50721717e+01	1.80000000e+02	3.48550687e-01	7.91416643e-01	2	1	3
4.23796513e+05	8.96692223e-01	1.02801115e+00	4.14535341e+01	3.42914045e+01	2.51434282e+02	1.66077686e-01	8.30496659e-02	7.30118094e-01	3	3	4
4.23915220e+05	9.99491174e-01	3.72827030e-01	7.17249638e+01	1.34556664e+01	1.27268138e+02	1.79999964e+02	-6.14782010e-01	5.18878920e-02	4	1	5
4.24234857e+05	9.92252170e-01	7.95078793e-01	8.36423855e+01	3.54464843e+01	1.70979285e+02	1.80000000e+02	-2.24679081e-01	5.92232180e-01	5	2	6
4.24351266e+05	9.99981749e-01	9.87666627e-01	5.65596325e+01	3.97023738e+01	2.69801386e+02	1.80000000e+02	-2.05247155e-01	5.59118340e-01	4	2	5
4.24607848e+05	9.99300427e-01	5.04750688e-01	3.38248762e+02	5.49552628e+01	1.11000126e+02	1.80000000e+02	4.27298134e-01	7.42835747e-01	9	4	10
4.67602838e+05	9.79248547e-01	7.79715645e-01	1.53840485e+01	1.17064155e+01	7.57099173e+01	0.00000000e+00	0.00000000e+00	6.76819034e-01	1	1	2
4.70304514e+05	9.99910464e-01	1.22669933e+00	2.58083405e+01	3.10094666e+01	5.19450863e+01	1.80000000e+02	-3.07431366e-01	6.14998723e-01	2	1	3
4.71344998e+05	9.38113574e-01	1.03634509e+00	9.25727326e+01	5.46629721e+01	1.31805330e+02	0.00000000e+00	-5.79864584e-01	4.42392948e-01	5	3	6
4.94608360e+05	9.78039252e-01	1.05028646e+00	1.40613488e+01	1.78574951e+01	6.68218911e+01	0.00000000e+00	0.00000000e+00	6.79166984e-01	1	1	2
